,inchi_key,sum,no_reactions,average,mass,experiment,plant,sum_class,inchi_keys
malus domestica,RSVUVHWOGWOXAY,172.3637144,4,43.0909286,249.32,0,malus domestica,1,"{'RSVUVHWOGWOXAY-BQULMBIYSA-M', 'RSVUVHWOGWOXAY-IAJVGIPZSA-M'}"
malus domestica,LUKZREJJLWEWQM,171.9092,2,85.9546,150.26,0,malus domestica,1,{'LUKZREJJLWEWQM-YRNVUSSQSA-N'}
malus domestica,OTIYLZVFQIMLQH,171.43,1,171.43,302.4,0,malus domestica,1,{'OTIYLZVFQIMLQH-FRGMPSNRSA-N'}
malus domestica,TYQZWSFEJJSSQR,171.43,1,171.43,138.16,0,malus domestica,1,{'TYQZWSFEJJSSQR-YUHMVAQCSA-N'}
malus domestica,QXJSYJRWEUENRT,169.35999,1,169.35999,216.27,0,malus domestica,1,{'QXJSYJRWEUENRT-PSAUJTBTSA-N'}
malus domestica,HFRZSVYKDDZRQY,169.35999,1,169.35999,208.3,0,malus domestica,1,{'HFRZSVYKDDZRQY-AATRIKPKSA-N'}
malus domestica,NHNBFGGVMKEFGY,168.630463,3,56.21015433333333,62.005,0,malus domestica,1,{'NHNBFGGVMKEFGY-UHFFFAOYSA-N'}
malus domestica,ZMTPZDVBGYNPLZ,163.85228,2,81.92614,606.677,0,malus domestica,1,{'ZMTPZDVBGYNPLZ-YGOWEZGDSA-M'}
malus domestica,KZNIFHPLKGYRTM,160.30266570000003,4,40.075666425,269.23,0,malus domestica,1,{'KZNIFHPLKGYRTM-UHFFFAOYSA-M'}
malus domestica,UGAGPNKCDRTDHP,160.28666270000002,6,26.714443783333333,271.42,0,malus domestica,1,"{'UGAGPNKCDRTDHP-UHFFFAOYSA-M', 'UGAGPNKCDRTDHP-UHFFFAOYSA-N'}"
malus domestica,OFBHPPMPBOJXRT,159.06611,4,39.766527499999995,459.26,0,malus domestica,1,"{'OFBHPPMPBOJXRT-DPXQIYNJSA-J', 'OFBHPPMPBOJXRT-VWJPMABRSA-N'}"
malus domestica,DRAVOWXCEBXPTN,158.966,1,158.966,151.13,0,malus domestica,1,{'DRAVOWXCEBXPTN-UHFFFAOYSA-N'}
malus domestica,AERBNCYCJBRYDG,158.592919,3,52.86430633333333,318.5,1,malus domestica,1,"{'AERBNCYCJBRYDG-KSZLIROESA-N', 'AERBNCYCJBRYDG-KSZLIROESA-O'}"
malus domestica,UYTPUPDQBNUYGX,157.71664655,5,31.54332931,151.13,1,malus domestica,1,{'UYTPUPDQBNUYGX-UHFFFAOYSA-N'}
malus domestica,WHTCPDAXWFLDIH,155.173786,17,9.127869764705883,427.2,0,malus domestica,1,"{'WHTCPDAXWFLDIH-KQYNXXCUSA-N', 'WHTCPDAXWFLDIH-KQYNXXCUSA-J'}"
malus domestica,KDYAPQVYJXUQNY,154.244628,2,77.122314,937.2,1,malus domestica,1,{'KDYAPQVYJXUQNY-NCUIXIJTSA-N'}
malus domestica,DSOFJFHIQQEFSK,154.2445,2,77.12225,742.0,0,malus domestica,1,{'DSOFJFHIQQEFSK-XVNCUXIASA-M'}
malus domestica,ZRLAOEYZSKXGSL,154.2444,2,77.1222,747.0,0,malus domestica,1,{'ZRLAOEYZSKXGSL-RZRNQMRLSA-N'}
malus domestica,QUZHZFAQJATMCA,154.24426,2,77.12213,775.1,1,malus domestica,0,{'QUZHZFAQJATMCA-QAZQWDDOSA-N'}
malus domestica,XFNJVJPLKCPIBV,151.96368400000003,5,30.3927368,74.13,0,malus domestica,0,"{'XFNJVJPLKCPIBV-UHFFFAOYSA-P', 'XFNJVJPLKCPIBV-UHFFFAOYSA-N'}"
malus domestica,QVTORZSLDIMFQS,150.48095999999998,3,50.16032,209.17,0,malus domestica,0,"{'QVTORZSLDIMFQS-NSCUHMNNSA-M', 'QVTORZSLDIMFQS-IHWYPQMZSA-M'}"
malus domestica,LQUHZVLTTWMBTO,149.5764555,5,29.9152911,298.5,0,malus domestica,0,"{'LQUHZVLTTWMBTO-UPHRSURJSA-N', 'LQUHZVLTTWMBTO-UPHRSURJSA-M'}"
malus domestica,GYJUUWJKEUIYPF,148.59702,1,148.59702,162.3,0,malus domestica,0,{'GYJUUWJKEUIYPF-GGWOSOGESA-N'}
malus domestica,FIWQKOIUXFENIV,148.59702,1,148.59702,138.3,0,malus domestica,0,{'FIWQKOIUXFENIV-UHFFFAOYSA-N'}
malus domestica,VUJONJHZKSZFSA,148.597,1,148.597,262.4,0,malus domestica,0,{'VUJONJHZKSZFSA-UHFFFAOYSA-N'}
malus domestica,RRGUMJYEQDVBFP,148.59698,1,148.59698,110.2,0,malus domestica,0,{'RRGUMJYEQDVBFP-UHFFFAOYSA-N'}
malus domestica,XXKFQTJOJZELMD,146.75494,2,73.37747,778.0,0,malus domestica,0,{'XXKFQTJOJZELMD-JICBSJGISA-N'}
malus domestica,RWKJTIHNYSIIHW,144.83,3,48.27666666666667,309.4,0,malus domestica,0,"{'RWKJTIHNYSIIHW-MEBVTJQTSA-M', 'RWKJTIHNYSIIHW-MEBVTJQTSA-N'}"
malus domestica,GACSIVHAIFQKTC,144.631105,5,28.926221,198.13,0,malus domestica,0,"{'GACSIVHAIFQKTC-OWOJBTEDSA-L', 'GACSIVHAIFQKTC-UPHRSURJSA-L', 'GACSIVHAIFQKTC-UPHRSURJSA-N', 'GACSIVHAIFQKTC-OWOJBTEDSA-N'}"
malus domestica,KBVWPCXFPMMRFY,143.30696,1,143.30696,180.16,0,malus domestica,0,{'KBVWPCXFPMMRFY-UHFFFAOYSA-N'}
malus domestica,JGUNZIWGNMQSBM,139.959996,2,69.979998,312.4,0,malus domestica,0,"{'JGUNZIWGNMQSBM-UINYOVNOSA-M', 'JGUNZIWGNMQSBM-UINYOVNOSA-N'}"
malus domestica,AAAFZMYJJHWUPN,137.775971,2,68.8879855,306.06,0,malus domestica,0,{'AAAFZMYJJHWUPN-TXICZTDVSA-J'}
malus domestica,NKBSFRFTBUHMJF,136.2282683,2,68.11413415,189.1,0,malus domestica,0,{'NKBSFRFTBUHMJF-UHFFFAOYSA-M'}
malus domestica,AUKMHZZVLPQAOX,135.68233,1,135.68233,375.4,0,malus domestica,0,{'AUKMHZZVLPQAOX-CDNFTCFOSA-K'}
